,Date,compund,neg,neu,pos,Open,High,Low,Close,Volume
264,25-Jan-2012,-0.9738,0.17800000000000002,0.7440000000000001,0.078,168.51,170.69,167.5,168.05,489180
265,26-Jan-2012,-0.9824,0.19,0.748,0.062,168.05,169.89,168.01,168.75,373337
266,27-Jan-2012,-0.4889,0.059000000000000004,0.892,0.05,169.05,170.85,166.8,167.46,565803
267,30-Jan-2012,-0.9393,0.11199999999999999,0.8440000000000001,0.044000000000000004,167.57,172.1,164.25,169.87,754628
268,31-Jan-2012,-0.9793,0.195,0.746,0.059000000000000004,171.5,175.45,170.3,172.83,1567456
269,01-Feb-2012,-0.9378,0.16,0.7490000000000001,0.091,173.95,175.75,172.9,174.54,585790
270,02-Feb-2012,-0.9679,0.129,0.8029999999999999,0.068,174.55,182.1,174.55,180.34,2602843
271,03-Feb-2012,-0.9931,0.213,0.769,0.017,182.9,183.3,179.0,181.45,883798
272,06-Feb-2012,-0.9712,0.23399999999999999,0.6859999999999999,0.08,181.5,185.4,179.98,181.94,1465309
273,07-Feb-2012,0.4019,0.073,0.836,0.092,182.99,183.49,180.04,182.41,747944
274,08-Feb-2012,-0.9929,0.2,0.741,0.057999999999999996,182.7,184.0,178.8,179.59,687005
275,09-Feb-2012,-0.9264,0.11599999999999999,0.835,0.049,179.3,181.7,179.0,179.95,283191
276,10-Feb-2012,-0.9282,0.114,0.845,0.040999999999999995,179.95,184.5,179.25,183.02,976083
277,13-Feb-2012,-0.8822,0.141,0.7809999999999999,0.078,182.0,187.11,180.76,186.07,801714
278,14-Feb-2012,-0.9925,0.221,0.746,0.033,186.8,187.75,185.5,185.78,306764
279,15-Feb-2012,-0.6966,0.10300000000000001,0.818,0.079,185.78,186.88,184.0,185.58,217135
280,16-Feb-2012,-0.987,0.192,0.753,0.055,186.5,187.75,185.1,185.85,544045
281,17-Feb-2012,-0.9596,0.159,0.764,0.077,186.9,190.9,185.61,187.25,1487774
282,20-Feb-2012,-0.9584,0.161,0.762,0.077,187.1,188.5,185.1,185.74,542855
283,21-Feb-2012,-0.9717,0.127,0.8370000000000001,0.036000000000000004,186.0,188.18,177.07,179.39,1798308
284,22-Feb-2012,-0.9724,0.18899999999999997,0.738,0.073,179.5,180.9,175.55,177.72,648173
285,23-Feb-2012,-0.9806,0.16699999999999998,0.779,0.054000000000000006,178.1,178.1,172.5,173.26,641193
286,24-Feb-2012,-0.9153,0.152,0.737,0.111,173.5,180.24,173.5,179.1,1070418
287,27-Feb-2012,-0.9468,0.163,0.765,0.07200000000000001,178.6,181.99,177.5,179.6,535661
288,28-Feb-2012,-0.9552,0.128,0.7959999999999999,0.076,179.8,182.0,179.01,179.67,460179
289,29-Feb-2012,-0.9601,0.135,0.799,0.066,180.69,181.47,176.0,176.62,623727
290,01-Mar-2012,-0.9592,0.147,0.79,0.063,177.5,177.8,174.65,175.54,455715
291,02-Mar-2012,-0.9557,0.15,0.8059999999999999,0.044000000000000004,176.0,179.5,175.25,178.63,574243
292,05-Mar-2012,-0.9590000000000001,0.16699999999999998,0.767,0.066,179.49,181.2,177.51,178.15,1215898
293,06-Mar-2012,-0.9856,0.19699999999999998,0.7340000000000001,0.069,178.35,179.81,176.13,177.03,794780
294,07-Mar-2012,-0.9508,0.155,0.769,0.076,177.5,177.65,175.52,176.57,211820
295,08-Mar-2012,-0.9781,0.2,0.713,0.087,177.0,178.99,176.5,178.23,971883
296,09-Mar-2012,-0.9898,0.25,0.679,0.071,178.7,185.0,178.7,183.68,1929065
297,12-Mar-2012,-0.9565,0.166,0.774,0.06,185.0,185.5,179.1,180.41,768343
298,13-Mar-2012,-0.9578,0.16899999999999998,0.768,0.063,180.15,182.5,178.36,179.0,642216
299,14-Mar-2012,-0.9514,0.122,0.835,0.043,179.95,181.4,179.2,180.51,435754
300,15-Mar-2012,-0.9489,0.146,0.8079999999999999,0.045,161.0,163.75,161.0,163.41,973394
301,16-Mar-2012,-0.0516,0.09,0.821,0.08900000000000001,163.98,165.2,162.0,163.81,1783510
302,19-Mar-2012,-0.9423,0.136,0.807,0.057,163.01,164.5,161.3,162.02,782822
303,20-Mar-2012,-0.9471,0.14400000000000002,0.777,0.079,163.2,169.89,161.3,166.95,827140
304,21-Mar-2012,-0.8859999999999999,0.134,0.787,0.079,168.9,169.55,164.8,165.22,384528
305,22-Mar-2012,-0.6908,0.11900000000000001,0.7829999999999999,0.099,165.05,165.5,162.91,163.09,366217
306,26-Mar-2012,-0.9882,0.214,0.7390000000000001,0.047,163.02,164.0,162.5,162.95,107937
307,27-Mar-2012,-0.4588,0.113,0.795,0.092,163.1,169.0,162.8,167.45,862725
308,28-Mar-2012,-0.975,0.18100000000000002,0.759,0.06,167.99,173.79,167.99,170.88,1272770
309,29-Mar-2012,-0.9674,0.17600000000000002,0.755,0.07,171.3,176.9,170.0,174.42,1433261
310,30-Mar-2012,-0.9756,0.18,0.777,0.043,174.5,176.1,173.5,175.44,587224
311,02-Apr-2012,-0.9856,0.198,0.758,0.044000000000000004,175.99,176.9,174.02,175.17,473010
312,03-Apr-2012,-0.9855,0.221,0.7340000000000001,0.046,175.09,175.15,172.26,173.78,406557
313,04-Apr-2012,0.2129,0.106,0.7609999999999999,0.133,175.25,179.5,175.0,176.59,2239608
314,05-Apr-2012,-0.9245,0.13699999999999998,0.8059999999999999,0.057,177.5,177.5,174.01,174.1,662856
315,06-Apr-2012,-0.9819,0.16,0.7829999999999999,0.057,174.05,176.0,173.3,173.8,200314
316,09-Apr-2012,-0.9413,0.17600000000000002,0.718,0.107,174.7,175.0,172.2,173.29,136123
317,10-Apr-2012,0.9485,0.08199999999999999,0.746,0.172,173.9,175.74,172.22,173.29,555789
318,11-Apr-2012,-0.4215,0.09,0.8270000000000001,0.084,173.5,175.0,171.05,172.08,686398
319,12-Apr-2012,-0.9367,0.113,0.815,0.07200000000000001,172.5,173.17,169.55,171.22,326406
320,13-Apr-2012,-0.9206,0.154,0.75,0.096,172.5,177.5,171.95,174.9,1625181
321,16-Apr-2012,-0.9869,0.204,0.71,0.085,173.9,173.9,166.16,168.73,1581944
322,17-Apr-2012,-0.9713,0.152,0.8170000000000001,0.031,168.85,170.7,168.0,168.41,235677
323,18-Apr-2012,-0.9913,0.184,0.773,0.043,169.9,174.75,169.49,173.3,1102618
324,19-Apr-2012,-0.9339,0.165,0.7290000000000001,0.106,172.99,174.45,170.85,172.15,574062
325,20-Apr-2012,-0.8727,0.107,0.825,0.068,172.97,174.0,171.0,171.42,250460
326,23-Apr-2012,-0.9555,0.177,0.723,0.1,172.0,174.89,171.6,174.28,283659
327,24-Apr-2012,-0.8681,0.138,0.769,0.09300000000000001,174.89,178.0,174.5,176.57,1673122
328,25-Apr-2012,-0.7845,0.11800000000000001,0.7879999999999999,0.094,177.0,183.3,177.0,179.32,1901636
329,26-Apr-2012,-0.9494,0.15,0.769,0.081,179.0,182.0,174.0,175.65,1340136
330,27-Apr-2012,-0.8872,0.111,0.843,0.047,176.97,177.48,173.5,174.54,324095
331,30-Apr-2012,-0.9836,0.153,0.807,0.04,173.01,175.0,170.75,172.11,364294
332,02-May-2012,-0.9874,0.182,0.779,0.038,173.0,177.0,173.0,174.73,405215
333,03-May-2012,-0.9893,0.17,0.774,0.055999999999999994,175.0,178.49,175.0,177.98,450477
334,04-May-2012,-0.9655,0.134,0.823,0.043,178.99,183.99,178.15,180.48,2206666
335,07-May-2012,-0.6705,0.084,0.847,0.069,180.05,184.24,178.99,181.85,1303134
336,08-May-2012,-0.4391,0.113,0.777,0.11,182.0,182.5,178.0,179.28,559691
337,09-May-2012,-0.9257,0.139,0.7929999999999999,0.068,179.11,180.99,177.52,179.31,632270
338,10-May-2012,-0.9348,0.168,0.738,0.094,179.9,180.5,176.25,176.71,332429
339,11-May-2012,-0.7906,0.159,0.716,0.125,177.7,177.7,173.0,173.98,367125
340,14-May-2012,-0.9687,0.192,0.711,0.096,174.2,175.7,173.66,175.23,133376
341,15-May-2012,-0.9118,0.106,0.838,0.055999999999999994,176.7,179.0,175.5,178.32,643871
342,16-May-2012,-0.9439,0.157,0.777,0.066,178.62,178.62,173.63,174.46,449802
343,17-May-2012,-0.9888,0.20800000000000002,0.767,0.025,175.5,176.79,174.0,174.36,162180
344,18-May-2012,-0.4767,0.047,0.919,0.034,174.5,174.5,169.6,169.99,320668
345,21-May-2012,-0.897,0.131,0.773,0.096,170.9,172.8,170.5,172.46,114252
346,22-May-2012,-0.7351,0.121,0.79,0.08900000000000001,172.11,176.8,172.11,176.02,448106
347,23-May-2012,-0.9903,0.214,0.727,0.059000000000000004,175.05,175.76,172.0,172.59,227122
348,24-May-2012,-0.975,0.21,0.7340000000000001,0.055999999999999994,172.6,174.01,165.11,172.39,148083
349,25-May-2012,-0.9861,0.192,0.764,0.045,172.5,172.6,171.01,171.33,93298
350,28-May-2012,-0.9917,0.268,0.6509999999999999,0.081,171.5,175.4,171.0,174.63,531172
351,29-May-2012,-0.9745,0.196,0.708,0.096,174.5,176.25,173.05,173.55,172795
352,30-May-2012,-0.9485,0.163,0.741,0.096,171.0,171.0,166.51,167.63,381009
353,31-May-2012,-0.9226,0.142,0.789,0.069,167.97,168.88,166.5,167.51,305432
354,01-Jun-2012,0.946,0.049,0.815,0.136,167.99,168.65,166.51,167.49,157968
355,04-Jun-2012,-0.9656,0.163,0.7659999999999999,0.071,167.97,170.9,166.5,167.23,467179
356,05-Jun-2012,-0.9831,0.162,0.8170000000000001,0.021,164.0,169.1,162.01,162.7,571468
357,06-Jun-2012,-0.9371,0.126,0.848,0.026000000000000002,163.0,164.49,160.85,162.56,311925
358,07-Jun-2012,-0.9712,0.205,0.687,0.10800000000000001,162.55,163.75,160.5,161.64,327802
359,08-Jun-2012,-0.9136,0.16,0.779,0.061,161.72,162.25,155.3,158.96,445141
360,11-Jun-2012,-0.9799,0.151,0.836,0.013999999999999999,159.15,160.5,158.1,158.54,245614
361,12-Jun-2012,-0.4588,0.09300000000000001,0.825,0.08199999999999999,158.3,158.5,154.0,154.96,759536
362,13-Jun-2012,-0.7003,0.11900000000000001,0.79,0.091,155.0,157.5,154.0,155.13,410364
363,14-Jun-2012,-0.9748,0.16899999999999998,0.795,0.036000000000000004,154.25,162.88,154.25,162.75,575882
364,15-Jun-2012,-0.9584,0.207,0.7929999999999999,0.0,161.6,164.98,160.13,160.88,830551
365,18-Jun-2012,-0.9647,0.193,0.718,0.08900000000000001,161.5,165.2,161.5,164.65,475865
366,19-Jun-2012,-0.8689,0.14800000000000002,0.736,0.115,164.0,164.47,162.6,163.25,229865
367,20-Jun-2012,-0.8859,0.102,0.835,0.063,163.98,165.0,162.51,163.55,40139
368,21-Jun-2012,-0.9719,0.16399999999999998,0.795,0.042,163.5,163.5,160.0,161.2,94855
369,22-Jun-2012,-0.1901,0.036000000000000004,0.924,0.04,162.5,163.0,159.5,161.75,269495
370,25-Jun-2012,-0.9492,0.075,0.895,0.03,163.0,163.0,158.3,158.58,337301
371,26-Jun-2012,-0.955,0.156,0.826,0.018000000000000002,158.81,160.0,157.75,158.55,158901
372,27-Jun-2012,-0.8126,0.13,0.7979999999999999,0.07200000000000001,159.0,164.5,159.0,163.14,314170
373,28-Jun-2012,-0.9753,0.17800000000000002,0.754,0.067,163.18,166.5,163.18,165.51,795332
374,29-Jun-2012,-0.25,0.139,0.732,0.13,165.87,167.5,165.0,166.24,1118256
375,02-Jul-2012,-0.9477,0.127,0.8490000000000001,0.024,165.85,174.55,165.85,173.66,640044
376,03-Jul-2012,-0.9169,0.142,0.77,0.08800000000000001,176.0,176.6,173.22,174.85,246394
377,04-Jul-2012,-0.3182,0.10099999999999999,0.794,0.105,177.3,178.4,174.0,174.49,369912
378,05-Jul-2012,-0.9231,0.19899999999999998,0.657,0.14400000000000002,174.1,175.9,173.6,175.19,140814
379,06-Jul-2012,-0.0772,0.065,0.866,0.069,175.8,180.51,175.8,179.49,590928
380,09-Jul-2012,-0.4788,0.113,0.77,0.11699999999999999,179.5,182.25,177.75,180.01,443420
381,10-Jul-2012,-0.9776,0.17300000000000001,0.7609999999999999,0.066,180.0,180.8,178.35,179.39,397277
382,11-Jul-2012,-0.6126,0.129,0.763,0.109,179.8,180.98,178.75,179.89,282016
383,12-Jul-2012,-0.9893,0.196,0.752,0.052000000000000005,179.99,182.73,178.12,179.13,617876
384,13-Jul-2012,-0.8944,0.114,0.8490000000000001,0.036000000000000004,179.11,179.5,176.98,178.09,136821
385,16-Jul-2012,-0.8395,0.14,0.787,0.07400000000000001,178.9,179.5,178.3,179.08,219769
386,17-Jul-2012,-0.9839,0.16899999999999998,0.7709999999999999,0.06,179.8,183.75,178.5,183.03,620479
387,18-Jul-2012,-0.91,0.14300000000000002,0.757,0.1,183.45,189.19,183.45,188.43,1459023
388,19-Jul-2012,-0.9535,0.11900000000000001,0.8490000000000001,0.032,189.49,189.49,186.8,188.14,208413
389,20-Jul-2012,-0.9362,0.146,0.785,0.069,187.5,190.74,186.17,188.03,473724
390,23-Jul-2012,0.8316,0.078,0.7859999999999999,0.136,188.9,190.0,187.8,188.43,100200
391,24-Jul-2012,-0.6369,0.10099999999999999,0.8170000000000001,0.083,188.1,189.89,187.25,189.24,258000
392,25-Jul-2012,-0.9682,0.17,0.759,0.07,189.4,190.0,188.5,188.52,370700
393,26-Jul-2012,-0.993,0.214,0.7,0.086,189.0,189.7,186.9,187.22,155300
394,27-Jul-2012,-0.9413,0.154,0.784,0.062,188.0,188.89,187.3,188.21,84900
395,30-Jul-2012,-0.9490000000000001,0.14800000000000002,0.775,0.077,189.2,189.2,187.1,187.34,28100
396,31-Jul-2012,-0.9897,0.19699999999999998,0.778,0.025,187.5,188.75,187.1,187.95,297800
397,01-Aug-2012,-0.9796,0.13699999999999998,0.83,0.034,188.9,189.94,178.56,188.09,734300
398,02-Aug-2012,-0.9747,0.165,0.7440000000000001,0.091,188.8,188.85,184.9,185.22,830100
399,03-Aug-2012,-0.9287,0.17300000000000001,0.721,0.106,185.22,187.1,184.03,184.61,114800
400,06-Aug-2012,-0.9643,0.122,0.863,0.015,185.5,186.1,184.0,185.61,119300
401,07-Aug-2012,-0.9776,0.185,0.71,0.105,185.99,187.56,184.6,184.77,345800
402,08-Aug-2012,-0.9698,0.16,0.802,0.038,185.5,185.9,184.6,184.69,69700
403,09-Aug-2012,-0.9875,0.19699999999999998,0.76,0.043,184.72,185.9,184.6,184.93,83400
404,10-Aug-2012,-0.9409,0.172,0.727,0.102,185.21,185.7,184.6,185.31,520000
405,13-Aug-2012,-0.8079999999999999,0.131,0.745,0.124,184.6,184.75,179.1,180.65,1118400
406,15-Aug-2012,-0.9652,0.159,0.7559999999999999,0.085,181.0,181.94,179.0,180.96,679200
407,16-Aug-2012,-0.98,0.187,0.72,0.09300000000000001,180.11,181.0,179.05,180.07,845300
408,23-Aug-2012,-0.9812,0.184,0.759,0.057,180.01,180.88,179.1,179.7,336800
409,24-Aug-2012,-0.8316,0.157,0.731,0.11199999999999999,179.5,180.0,178.0,178.4,137400
410,27-Aug-2012,-0.9629,0.154,0.7909999999999999,0.055,178.98,180.25,178.96,179.67,147600
411,28-Aug-2012,-0.9764,0.166,0.7490000000000001,0.085,179.95,187.4,179.0,184.74,1018700
412,29-Aug-2012,-0.9746,0.185,0.727,0.08800000000000001,184.99,184.99,180.1,180.87,372400
413,30-Aug-2012,-0.9678,0.162,0.7709999999999999,0.067,180.99,183.79,180.99,181.89,241900
414,31-Aug-2012,-0.9719,0.139,0.8240000000000001,0.037000000000000005,182.0,187.0,181.65,186.39,1665000
415,03-Sep-2012,-0.9882,0.19,0.754,0.055999999999999994,186.01,188.5,186.01,188.16,992900
416,04-Sep-2012,-0.6808,0.10400000000000001,0.799,0.09699999999999999,188.2,190.98,188.0,190.6,1399000
417,05-Sep-2012,-0.9381,0.151,0.762,0.08800000000000001,191.0,192.34,186.21,187.26,604300
418,06-Sep-2012,0.8767,0.102,0.731,0.16699999999999998,187.5,188.0,181.82,184.42,881400
419,07-Sep-2012,-0.9477,0.147,0.765,0.08800000000000001,183.01,183.45,181.22,182.81,142800
420,10-Sep-2012,-0.9618,0.168,0.7609999999999999,0.071,181.5,183.0,178.0,178.87,173900
421,11-Sep-2012,-0.7845,0.102,0.84,0.057999999999999996,178.87,180.5,177.3,177.48,150600
422,12-Sep-2012,-0.9081,0.134,0.7659999999999999,0.10099999999999999,177.97,180.3,176.86,179.65,534600
423,13-Sep-2012,-0.9601,0.17300000000000001,0.77,0.057999999999999996,180.35,180.35,177.2,177.98,32200
424,14-Sep-2012,-0.9944,0.23,0.746,0.024,178.5,181.5,178.5,180.95,303300
425,17-Sep-2012,-0.981,0.20800000000000002,0.7040000000000001,0.08800000000000001,181.0,183.1,180.0,181.03,372700
426,18-Sep-2012,-0.9799,0.201,0.7859999999999999,0.013000000000000001,181.1,182.7,181.1,182.15,619900
427,19-Sep-2012,-0.9925,0.198,0.7929999999999999,0.01,182.74,185.95,182.74,183.69,503700
428,20-Sep-2012,-0.9118,0.124,0.8340000000000001,0.040999999999999995,183.7,183.95,182.0,182.37,509300
429,24-Sep-2012,-0.4809,0.069,0.879,0.052000000000000005,182.8,185.0,181.51,182.25,407500
430,25-Sep-2012,-0.9732,0.159,0.768,0.07400000000000001,182.7,184.1,181.31,183.67,212300
431,26-Sep-2012,-0.9883,0.209,0.7609999999999999,0.03,184.15,184.83,183.0,184.49,184000
432,27-Sep-2012,-0.9219,0.146,0.768,0.086,184.01,184.65,182.0,183.66,206700
433,28-Sep-2012,-0.9831,0.20600000000000002,0.7190000000000001,0.076,184.0,187.4,183.5,186.03,977900
434,01-Oct-2012,-0.9898,0.18899999999999997,0.772,0.039,186.0,186.0,181.2,183.29,473600
435,02-Oct-2012,-0.975,0.141,0.826,0.034,183.8,184.75,182.1,182.78,257900
436,03-Oct-2012,-0.9690000000000001,0.177,0.763,0.06,182.99,183.99,181.1,181.34,200600
437,04-Oct-2012,0.7708,0.105,0.769,0.126,182.0,184.25,182.0,182.71,88600
438,05-Oct-2012,-0.8126,0.085,0.866,0.048,183.0,184.12,181.0,181.77,153300
439,08-Oct-2012,-0.5475,0.09300000000000001,0.831,0.076,182.1,185.2,181.51,182.08,320000
440,09-Oct-2012,-0.7399,0.129,0.76,0.11199999999999999,182.5,182.85,180.63,180.98,156400
441,10-Oct-2012,-0.9428,0.16899999999999998,0.723,0.10800000000000001,181.4,184.35,181.4,181.93,353400
442,11-Oct-2012,-0.9893,0.172,0.748,0.081,182.75,185.9,182.75,184.47,467700
443,12-Oct-2012,-0.9837,0.188,0.753,0.059000000000000004,184.8,185.0,181.5,182.96,608600
444,15-Oct-2012,-0.9783,0.16699999999999998,0.784,0.049,182.99,184.97,182.15,183.09,1028500
445,16-Oct-2012,-0.9075,0.145,0.7609999999999999,0.094,183.5,185.13,183.26,184.77,530400
446,17-Oct-2012,-0.9802,0.183,0.74,0.077,184.5,185.0,182.8,184.06,328200
447,18-Oct-2012,-0.9923,0.23399999999999999,0.747,0.019,184.06,185.25,183.83,184.18,481500
448,19-Oct-2012,-0.975,0.177,0.738,0.085,183.1,184.8,183.1,183.83,188800
449,22-Oct-2012,-0.8365,0.12,0.7879999999999999,0.091,184.7,185.17,184.0,184.76,688600
450,23-Oct-2012,-0.975,0.15,0.8170000000000001,0.033,184.76,186.75,184.76,185.25,545200
451,24-Oct-2012,-0.9674,0.163,0.773,0.064,184.95,188.0,184.95,186.36,759100
452,25-Oct-2012,-0.9657,0.141,0.804,0.055,186.0,188.75,186.0,186.8,746500
453,30-Oct-2012,-0.995,0.325,0.627,0.049,186.9,188.05,185.6,187.99,392200
454,31-Oct-2012,0.8746,0.033,0.8640000000000001,0.10300000000000001,187.99,189.1,187.99,188.94,652700
455,01-Nov-2012,-0.9652,0.15,0.7490000000000001,0.10099999999999999,189.5,190.9,188.6,189.75,188800
456,02-Nov-2012,-0.9175,0.14,0.765,0.095,190.0,191.74,190.0,191.01,327000
457,05-Nov-2012,-0.9638,0.21100000000000002,0.687,0.10099999999999999,191.9,192.75,191.51,192.01,213300
458,06-Nov-2012,-0.7997,0.128,0.779,0.09300000000000001,192.01,192.75,190.0,190.5,189300
459,07-Nov-2012,-0.7537,0.11800000000000001,0.7759999999999999,0.106,189.89,191.39,189.0,190.68,246900
460,08-Nov-2012,-0.9403,0.13,0.804,0.065,190.7,192.0,188.99,191.86,460100
461,12-Nov-2012,-0.9911,0.237,0.6809999999999999,0.083,191.5,191.5,189.0,189.14,204400
462,13-Nov-2012,-0.9878,0.22699999999999998,0.66,0.113,189.89,189.89,185.9,186.1,304500
463,14-Nov-2012,-0.5574,0.12300000000000001,0.742,0.135,186.99,186.99,183.61,183.94,254900
464,15-Nov-2012,-0.9201,0.179,0.735,0.086,184.6,184.99,183.21,183.63,189100
465,16-Nov-2012,-0.9432,0.13,0.8079999999999999,0.061,183.0,187.65,183.0,187.31,470900
466,19-Nov-2012,-0.9559,0.17600000000000002,0.736,0.08800000000000001,187.31,187.7,185.0,186.96,304000
467,20-Nov-2012,-0.9918,0.184,0.757,0.059000000000000004,187.5,188.35,187.1,187.99,371300
468,21-Nov-2012,-0.9873,0.204,0.728,0.067,188.49,188.5,187.5,187.97,314600
469,22-Nov-2012,-0.9553,0.188,0.6890000000000001,0.12300000000000001,187.36,188.49,186.81,187.12,56200
470,23-Nov-2012,-0.9702,0.20600000000000002,0.6920000000000001,0.10300000000000001,187.0,187.0,184.5,185.0,119400
471,26-Nov-2012,-0.9607,0.25,0.6459999999999999,0.10400000000000001,186.0,186.89,185.5,186.27,97800
472,27-Nov-2012,-0.9882,0.218,0.696,0.087,186.5,187.3,186.0,186.5,145500
473,28-Nov-2012,-0.8591,0.10300000000000001,0.8140000000000001,0.083,187.0,188.5,187.0,188.08,145400
474,29-Nov-2012,-0.9856,0.187,0.775,0.038,188.49,190.5,188.49,189.9,360600
475,30-Nov-2012,0.8555,0.10099999999999999,0.74,0.159,189.9,193.2,189.5,191.67,598100
476,03-Dec-2012,-0.9735,0.177,0.7609999999999999,0.061,191.55,192.76,189.42,189.67,365900
477,04-Dec-2012,-0.9703,0.147,0.804,0.049,190.01,194.01,190.01,192.75,621900
478,05-Dec-2012,-0.8552,0.10300000000000001,0.8490000000000001,0.049,193.0,193.75,192.36,192.73,236900
479,06-Dec-2012,-0.8708,0.121,0.8290000000000001,0.05,193.4,202.36,192.5,201.1,994200
480,07-Dec-2012,-0.7269,0.092,0.84,0.068,203.0,205.2,202.01,203.4,814900
481,10-Dec-2012,-0.9721,0.18,0.778,0.042,204.0,210.0,203.4,208.42,816200
482,11-Dec-2012,0.9238,0.049,0.843,0.10800000000000001,208.5,208.75,205.7,206.1,197000
483,12-Dec-2012,-0.9381,0.151,0.7759999999999999,0.073,206.49,207.5,203.51,203.98,141000
484,13-Dec-2012,-0.8834,0.095,0.8640000000000001,0.040999999999999995,204.95,205.9,204.0,204.78,47300
485,14-Dec-2012,-0.5624,0.135,0.746,0.11900000000000001,205.1,209.5,204.7,207.87,349700
486,17-Dec-2012,-0.8442,0.113,0.8220000000000001,0.064,207.8,214.95,207.0,210.69,670600
487,18-Dec-2012,-0.9612,0.12300000000000001,0.8370000000000001,0.04,210.5,215.2,210.5,214.6,482000
488,19-Dec-2012,-0.9729,0.195,0.753,0.051,214.97,216.75,212.5,212.99,242200
489,20-Dec-2012,-0.9698,0.128,0.8170000000000001,0.054000000000000006,214.0,216.0,213.1,215.75,215000
490,21-Dec-2012,-0.9847,0.19899999999999998,0.757,0.045,216.0,216.74,210.35,211.02,349800
491,24-Dec-2012,-0.9545,0.18100000000000002,0.733,0.086,211.4,211.9,210.02,210.4,60600
492,26-Dec-2012,-0.1531,0.07200000000000001,0.8540000000000001,0.07400000000000001,210.87,211.9,210.03,210.36,77900
493,27-Dec-2012,-0.9854,0.228,0.718,0.054000000000000006,210.02,211.45,209.8,210.88,113000
494,28-Dec-2012,-0.9771,0.156,0.7709999999999999,0.073,211.5,213.0,210.0,210.74,114500
495,31-Dec-2012,-0.9861,0.225,0.691,0.083,211.0,211.5,209.01,209.76,108200
496,01-Jan-2013,-0.9731,0.131,0.818,0.052000000000000005,210.98,210.98,208.55,208.96,38800
497,02-Jan-2013,-0.8074,0.158,0.733,0.109,208.35,209.89,204.0,204.34,202800
498,03-Jan-2013,-0.9726,0.19,0.7090000000000001,0.10099999999999999,205.5,206.7,204.51,206.19,238100
499,04-Jan-2013,-0.9908,0.203,0.738,0.059000000000000004,206.51,209.25,206.0,206.88,314100
500,07-Jan-2013,-0.9813,0.23,0.691,0.079,206.4,206.4,203.51,204.68,156400
501,08-Jan-2013,-0.9922,0.266,0.69,0.044000000000000004,205.0,209.9,205.0,207.98,675800
502,09-Jan-2013,-0.9840000000000001,0.168,0.767,0.065,208.0,210.0,207.8,209.41,819500
503,10-Jan-2013,-0.9952,0.253,0.6890000000000001,0.057999999999999996,209.01,211.99,201.6,203.03,1220000
504,11-Jan-2013,-0.9929,0.182,0.769,0.049,203.89,206.9,203.5,205.58,791400
505,14-Jan-2013,-0.9534,0.168,0.7859999999999999,0.046,203.5,205.74,202.71,205.18,107100
506,15-Jan-2013,-0.992,0.18899999999999997,0.777,0.034,205.94,206.4,194.93,196.47,689700
507,16-Jan-2013,-0.9790000000000001,0.18100000000000002,0.752,0.067,195.5,197.5,192.61,194.51,405100
508,17-Jan-2013,-0.9836,0.19,0.747,0.062,196.05,198.5,194.5,195.68,434200
509,18-Jan-2013,-0.9501,0.129,0.81,0.061,201.0,202.49,198.0,200.95,1053600
510,21-Jan-2013,-0.9825,0.17,0.742,0.08900000000000001,201.99,202.79,200.25,201.77,416100
511,22-Jan-2013,-0.9945,0.20600000000000002,0.7709999999999999,0.022000000000000002,201.99,204.5,201.56,203.89,1244000
512,23-Jan-2013,-0.9413,0.161,0.742,0.09699999999999999,204.49,204.5,203.0,203.39,241500
513,24-Jan-2013,-0.9890000000000001,0.213,0.759,0.027999999999999997,203.6,205.9,203.5,205.18,1341100
514,28-Jan-2013,0.5325,0.105,0.768,0.127,205.25,206.7,205.25,205.52,605000
515,29-Jan-2013,-0.9756,0.174,0.745,0.081,205.98,209.7,205.98,209.25,849200
516,30-Jan-2013,-0.9716,0.151,0.812,0.037000000000000005,209.84,211.89,209.49,210.91,1373300
517,31-Jan-2013,-0.5859,0.147,0.71,0.14300000000000002,211.01,213.0,211.0,212.81,627500
518,01-Feb-2013,-0.9531,0.15,0.792,0.057999999999999996,212.99,213.47,211.61,212.25,161300
519,04-Feb-2013,0.3182,0.11599999999999999,0.746,0.138,212.25,213.0,210.1,211.41,180800
520,06-Feb-2013,-0.6093,0.13,0.763,0.10800000000000001,211.41,214.0,211.41,213.77,1192700
521,07-Feb-2013,-0.5809,0.107,0.785,0.10800000000000001,214.0,215.0,209.1,211.43,1736000
522,08-Feb-2013,-0.9559,0.147,0.774,0.079,212.0,212.0,209.15,209.83,512800
523,11-Feb-2013,-0.9922,0.188,0.7759999999999999,0.036000000000000004,210.5,211.8,210.0,211.11,328400
524,12-Feb-2013,-0.8979,0.1,0.825,0.075,211.0,215.65,211.0,213.43,717900
525,13-Feb-2013,-0.8168,0.11199999999999999,0.799,0.08900000000000001,213.95,214.29,213.7,213.84,308600
526,14-Feb-2013,-0.9906,0.20600000000000002,0.706,0.08800000000000001,214.0,218.98,213.5,217.48,576700
527,15-Feb-2013,-0.9756,0.195,0.7390000000000001,0.067,217.7,217.75,214.11,214.61,105000
528,18-Feb-2013,-0.9888,0.142,0.843,0.016,214.0,216.25,214.0,214.82,292100
529,19-Feb-2013,-0.9638,0.171,0.728,0.1,215.0,218.0,215.0,216.52,402900
530,20-Feb-2013,-0.9846,0.184,0.741,0.075,216.97,220.4,216.61,219.15,414200
